timestamp(ms),ECG_comp,Detetcted R wave,ECG_amp,
"1742240428.341",,"0",,
"1742240428.343",,,"2.28",
"1742240428.344","0",,,
"1742240428.346",,"0",,
"1742240428.347",,,"2.3",
"1742240428.349","0",,,
"1742240428.351",,"0",,
"1742240428.352",,,"2.3",
"1742240428.353","0",,,
"1742240428.355",,"0",,
"1742240428.357",,,"2.31",
"1742240428.358","0",,,
"1742240428.36",,"0",,
"1742240428.362",,,"2.33",
"1742240428.364","0",,,
"1742240428.365",,"0",,
"1742240428.367",,,"2.33",
"1742240428.369","0",,,
"1742240428.37",,"0",,
"1742240428.372",,,"2.34",
"1742240428.373","0",,,
"1742240428.375",,"0",,
"1742240428.377",,,"2.36",
"1742240428.379","0",,,
"1742240428.38",,"0",,
"1742240428.382",,,"2.37",
"1742240428.384","0",,,
"1742240428.387",,"0",,
"1742240428.388",,,"2.38",
"1742240428.389","0",,,
"1742240428.391",,"0",,
"1742240428.392",,,"2.39",
"1742240428.393","0",,,
"1742240428.395",,"0",,
"1742240428.397",,,"2.42",
"1742240428.398","0",,,
"1742240428.4",,"0",,
"1742240428.402",,,"2.43",
"1742240428.403","0",,,
"1742240428.405",,"0",,
"1742240428.407",,,"2.42",
"1742240428.408","0",,,
"1742240428.41",,"0",,
"1742240428.412",,,"2.44",
"1742240428.413","0",,,
"1742240428.415",,"0",,
"1742240428.417",,,"2.45",
"1742240428.419","0",,,
"1742240428.42",,"0",,
"1742240428.422",,,"2.47",
"1742240428.423","0",,,
"1742240428.425",,"0",,
"1742240428.427",,,"2.48",
"1742240428.428","0",,,
"1742240428.43",,"0",,
"1742240428.432",,,"2.48",
"1742240428.433","0",,,
"1742240428.435",,"0",,
"1742240428.436",,,"2.49",
"1742240428.438","0",,,
"1742240428.439",,"0",,
"1742240428.441",,,"2.49",
"1742240428.443","0",,,
"1742240428.445",,"0",,
"1742240428.446",,,"2.47",
"1742240428.448","0",,,
"1742240428.45",,"0",,
"1742240428.452",,,"2.45",
"1742240428.453","0",,,
"1742240428.455",,"0",,
"1742240428.457",,,"2.46",
"1742240428.458","0",,,
"1742240428.46",,"0",,
"1742240428.462",,,"2.42",
"1742240428.463","0",,,
"1742240428.465",,"0",,
"1742240428.467",,,"2.4",
"1742240428.468","0",,,
"1742240428.47",,"0",,
"1742240428.472",,,"2.37",
"1742240428.473","0",,,
"1742240428.475",,"0",,
"1742240428.476",,,"2.36",
"1742240428.478","0",,,
"1742240428.48",,"0",,
"1742240428.481",,,"2.34",
"1742240428.482","0",,,
"1742240428.484",,"0",,
"1742240428.486",,,"2.29",
"1742240428.488","0",,,
"1742240428.489",,"0",,
"1742240428.491",,,"2.28",
"1742240428.493","0",,,
"1742240428.494",,"0",,
"1742240428.496",,,"2.24",
"1742240428.498","0",,,
"1742240428.5",,"0",,
"1742240428.502",,,"2.22",
"1742240428.503","0",,,
"1742240428.505",,"0",,
"1742240428.507",,,"2.21",
"1742240428.508","0",,,
"1742240428.51",,"0",,
"1742240428.512",,,"2.19",
"1742240428.513","0",,,
"1742240428.515",,"0",,
"1742240428.517",,,"2.17",
"1742240428.518","0",,,
"1742240428.52",,"0",,
"1742240428.522",,,"2.15",
"1742240428.523","0",,,
"1742240428.525",,"0",,
"1742240428.527",,,"2.14",
"1742240428.528","0",,,
"1742240428.53",,"0",,
"1742240428.532",,,"2.14",
"1742240428.533","0",,,
"1742240428.535",,"0",,
"1742240428.537",,,"2.13",
"1742240428.538","0",,,
"1742240428.54",,"0",,
"1742240428.542",,,"2.12",
"1742240428.544","0",,,
"1742240428.545",,"0",,
"1742240428.547",,,"2.13",
"1742240428.549","0",,,
"1742240428.55",,"0",,
"1742240428.552",,,"2.12",
"1742240428.554","0",,,
"1742240428.555",,"0",,
"1742240428.557",,,"2.12",
"1742240428.559","0",,,
"1742240428.561",,"0",,
"1742240428.562",,,"2.12",
"1742240428.563","0",,,
"1742240428.565",,"0",,
"1742240428.567",,,"2.12",
"1742240428.568","0",,,
"1742240428.57",,"0",,
"1742240428.572",,,"2.13",
"1742240428.573","0",,,
"1742240428.575",,"0",,
"1742240428.577",,,"2.11",
"1742240428.578","0",,,
"1742240428.58",,"0",,
"1742240428.582",,,"2.13",
"1742240428.583","0",,,
"1742240428.585",,"0",,
"1742240428.587",,,"2.13",
"1742240428.588","0",,,
"1742240428.59",,"0",,
"1742240428.592",,,"2.13",
"1742240428.593","0",,,
"1742240428.595",,"0",,
"1742240428.597",,,"2.13",
"1742240428.599","0",,,
"1742240428.6",,"0",,
"1742240428.602",,,"2.14",
"1742240428.603","0",,,
"1742240428.605",,"0",,
"1742240428.606",,,"2.14",
"1742240428.608","0",,,
"1742240428.609",,"0",,
"1742240428.611",,,"2.15",
"1742240428.613","0",,,
"1742240428.615",,"0",,
"1742240428.616",,,"2.16",
"1742240428.618","0",,,
"1742240428.62",,"0",,
"1742240428.622",,,"2.16",
"1742240428.623","0",,,
"1742240428.625",,"0",,
"1742240428.627",,,"2.15",
"1742240428.628","0",,,
"1742240428.63",,"0",,
"1742240428.632",,,"2.16",
"1742240428.633","0",,,
"1742240428.635",,"0",,
"1742240428.637",,,"2.17",
"1742240428.638","0",,,
"1742240428.64",,"0",,
"1742240428.642",,,"2.16",
"1742240428.643","0",,,
"1742240428.645",,"0",,
"1742240428.646",,,"2.18",
"1742240428.648","0",,,
"1742240428.65",,"0",,
"1742240428.651",,,"2.17",
"1742240428.652","0",,,
"1742240428.654",,"0",,
"1742240428.656",,,"2.16",
"1742240428.658","0",,,
"1742240428.659",,"0",,
"1742240428.661",,,"2.18",
"1742240428.663","0",,,
"1742240428.665",,"0",,
"1742240428.666",,,"2.18",
"1742240428.668","0",,,
"1742240428.67",,"0",,
"1742240428.671",,,"2.19",
"1742240428.673","0",,,
"1742240428.675",,"0",,
"1742240428.677",,,"2.17",
"1742240428.678","0",,,
"1742240428.68",,"0",,
"1742240428.682",,,"2.19",
"1742240428.683","0",,,
"1742240428.685",,"0",,
"1742240428.686",,,"2.2",
"1742240428.688","0",,,
"1742240428.689",,"0",,
"1742240428.691",,,"2.18",
"1742240428.692","0",,,
"1742240428.694",,"0",,
"1742240428.696",,,"2.19",
"1742240428.697","0",,,
"1742240428.699",,"0",,
"1742240428.701",,,"2.19",
"1742240428.702","0",,,
"1742240428.704",,"0",,
"1742240428.706",,,"2.2",
"1742240428.707","0",,,
"1742240428.709",,"0",,
"1742240428.711",,,"2.19",
"1742240428.713","0",,,
"1742240428.714",,"0",,
"1742240428.716",,,"2.2",
"1742240428.718","0",,,
"1742240428.719",,"0",,
"1742240428.721",,,"2.21",
"1742240428.723","0",,,
"1742240428.724",,"0",,
"1742240428.726",,,"2.2",
"1742240428.728","0",,,
"1742240428.73",,"0",,
"1742240428.731",,,"2.21",
"1742240428.732","0",,,
"1742240428.734",,"0",,
"1742240428.736",,,"2.21",
"1742240428.737","0",,,
"1742240428.739",,"0",,
"1742240428.741",,,"2.21",
"1742240428.742","0",,,
"1742240428.744",,"0",,
"1742240428.746",,,"2.21",
"1742240428.747","0",,,
"1742240428.749",,"0",,
"1742240428.751",,,"2.22",
"1742240428.752","0",,,
"1742240428.754",,"0",,
"1742240428.756",,,"2.21",
"1742240428.757","0",,,
"1742240428.759",,"0",,
"1742240428.761",,,"2.22",
"1742240428.762","0",,,
"1742240428.764",,"0",,
"1742240428.766",,,"2.23",
"1742240428.767","0",,,
"1742240428.769",,"0",,
"1742240428.771",,,"2.23",
"1742240428.773","0",,,
"1742240428.774",,"0",,
"1742240428.776",,,"2.22",
"1742240428.778","0",,,
"1742240428.78",,"0",,
"1742240428.781",,,"2.22",
"1742240428.783","0",,,
"1742240428.785",,"0",,
"1742240428.786",,,"2.21",
"1742240428.788","0",,,
"1742240428.79",,"0",,
"1742240428.792",,,"2.23",
"1742240428.793","0",,,
"1742240428.795",,"0",,
"1742240428.797",,,"2.23",
"1742240428.798","0",,,
"1742240428.8",,"0",,
"1742240428.802",,,"2.22",
"1742240428.803","0",,,
"1742240428.805",,"0",,
"1742240428.807",,,"2.24",
"1742240428.808","0",,,
"1742240428.81",,"0",,
"1742240428.812",,,"2.24",
"1742240428.813","0",,,
"1742240428.815",,"0",,
"1742240428.816",,,"2.24",
"1742240428.818","0",,,
"1742240428.82",,"0",,
"1742240428.821",,,"2.24",
"1742240428.822","0",,,
"1742240428.824",,"0",,
"1742240428.826",,,"2.24",
"1742240428.827","0",,,
"1742240428.829",,"0",,
"1742240428.831",,,"2.24",
"1742240428.833","0",,,
"1742240428.834",,"0",,
"1742240428.837",,,"2.23",
"1742240428.838","0",,,
"1742240428.84",,"0",,
"1742240428.841",,,"2.23",
"1742240428.843","0",,,
"1742240428.845",,"0",,
"1742240428.847",,,"2.24",
"1742240428.848","0",,,
"1742240428.85",,"0",,
"1742240428.852",,,"2.24",
"1742240428.853","0",,,
"1742240428.855",,"0",,
"1742240428.856",,,"2.24",
"1742240428.858","0",,,
"1742240428.859",,"0",,
"1742240428.861",,,"2.24",
"1742240428.862","0",,,
"1742240428.864",,"0",,
"1742240428.866",,,"2.25",
"1742240428.867","0",,,
"1742240428.869",,"0",,
"1742240428.871",,,"2.24",
"1742240428.872","0",,,
"1742240428.874",,"0",,
"1742240428.876",,,"2.25",
"1742240428.877","0",,,
"1742240428.882",,"0","2.25",
"1742240428.883","0",,,
"1742240428.884",,"0",,
"1742240428.886",,,"2.25",
"1742240428.888","0",,,
"1742240428.89",,"0",,
"1742240428.891",,,"2.25",
"1742240428.893","0",,,
"1742240428.895",,"0",,
"1742240428.896",,,"2.25",
"1742240428.898","0",,,
"1742240428.9",,"0",,
"1742240428.901",,,"2.25",
"1742240428.902","0",,,
"1742240428.904",,"0",,
"1742240428.906",,,"2.25",
"1742240428.907","0",,,
"1742240428.909",,"0",,
"1742240428.911",,,"2.25",
"1742240428.912","0",,,
"1742240428.914",,"0",,
"1742240428.916",,,"2.26",
"1742240428.917","0",,,
"1742240428.919",,"0",,
"1742240428.921",,,"2.24",
"1742240428.922","0",,,
"1742240428.924",,"0",,
"1742240428.926",,,"2.24",
"1742240428.927","0",,,
"1742240428.929",,"0",,
"1742240428.931",,,"2.24",
"1742240428.933","0",,,
"1742240428.934",,"0",,
"1742240428.936",,,"2.26",
"1742240428.938","0",,,
"1742240428.939",,"0",,
"1742240428.941",,,"2.27",
"1742240428.942","0",,,
"1742240428.944",,"0",,
"1742240428.945",,,"2.26",
"1742240428.947","0",,,
"1742240428.949",,"0",,
"1742240428.95",,,"2.27",
"1742240428.952","0",,,
"1742240428.954",,"0",,
"1742240428.955",,,"2.26",
"1742240428.957","0",,,
"1742240428.959",,"0",,
"1742240428.961",,,"2.26",
"1742240428.962","0",,,
"1742240428.964",,"0",,
"1742240428.966",,,"2.26",
"1742240428.967","0",,,
"1742240428.969",,"0",,
"1742240428.971",,,"2.26",
"1742240428.972","0",,,
"1742240428.974",,"0",,
"1742240428.976",,,"2.25",
"1742240428.977","0",,,
"1742240428.979",,"0",,
"1742240428.981",,,"2.26",
"1742240428.982","0",,,
"1742240428.984",,"0",,
"1742240428.985",,,"2.26",
"1742240428.987","0",,,
"1742240428.989",,"0",,
"1742240428.99",,,"2.27",
"1742240428.991","0",,,
"1742240428.993",,"0",,
"1742240428.995",,,"2.27",
"1742240428.997","0",,,
"1742240428.998",,"0",,
"1742240429",,,"2.27",
"1742240429.002","0",,,
"1742240429.004",,"0",,
"1742240429.005",,,"2.27",
"1742240429.007","0",,,
"1742240429.009",,"0",,
"1742240429.011",,,"2.28",
"1742240429.012","0",,,
"1742240429.014",,"0",,
"1742240429.016",,,"2.28",
"1742240429.017","0",,,
"1742240429.019",,"0",,
"1742240429.021",,,"2.26",
"1742240429.022","0",,,
"1742240429.024",,"0",,
"1742240429.026",,,"2.27",
"1742240429.027","0",,,
"1742240429.029",,"0",,
"1742240429.031",,,"2.26",
"1742240429.032","0",,,
"1742240429.034",,"0",,
"1742240429.036",,,"2.29",
"1742240429.037","0",,,
"1742240429.039",,"0",,
"1742240429.041",,,"2.29",
"1742240429.042","0",,,
"1742240429.044",,"0",,
"1742240429.046",,,"2.31",
"1742240429.048","0",,,
"1742240429.049",,"0",,
"1742240429.051",,,"2.32",
"1742240429.053","0",,,
"1742240429.054",,"0",,
"1742240429.056",,,"2.32",
"1742240429.058","0",,,
"1742240429.06",,"0",,
"1742240429.061",,,"2.34",
"1742240429.063","0",,,
"1742240429.065",,"0",,
"1742240429.066",,,"2.36",
"1742240429.068","0",,,
"1742240429.07",,"0",,
"1742240429.071",,,"2.37",
"1742240429.072","0",,,
"1742240429.074",,"0",,
"1742240429.076",,,"2.37",
"1742240429.077","0",,,
"1742240429.079",,"0",,
"1742240429.081",,,"2.37",
"1742240429.082","0",,,
"1742240429.084",,"0",,
"1742240429.086",,,"2.37",
"1742240429.087","0",,,
"1742240429.089",,"0",,
"1742240429.091",,,"2.36",
"1742240429.092","0",,,
"1742240429.094",,"0",,
"1742240429.096",,,"2.36",
"1742240429.097","0",,,
"1742240429.099",,"0",,
"1742240429.101",,,"2.35",
"1742240429.103","0",,,
"1742240429.104",,"0",,
"1742240429.106",,,"2.33",
"1742240429.108","0",,,
"1742240429.109",,"0",,
"1742240429.111",,,"2.32",
"1742240429.112","0",,,
"1742240429.114",,"0",,
"1742240429.115",,,"2.31",
"1742240429.117","0",,,
"1742240429.118",,"0",,
"1742240429.12",,,"2.29",
"1742240429.122","0",,,
"1742240429.124",,"0",,
"1742240429.126",,,"2.28",
"1742240429.127","0",,,
"1742240429.129",,"0",,
"1742240429.131",,,"2.28",
"1742240429.132","0",,,
"1742240429.134",,"0",,
"1742240429.136",,,"2.27",
"1742240429.137","0",,,
"1742240429.139",,"0",,
"1742240429.141",,,"2.27",
"1742240429.142","0",,,
"1742240429.144",,"0",,
"1742240429.146",,,"2.26",
"1742240429.147","0",,,
"1742240429.149",,"0",,
"1742240429.151",,,"2.26",
"1742240429.152","0",,,
"1742240429.154",,"0",,
"1742240429.155",,,"2.26",
"1742240429.157","0",,,
"1742240429.159",,"0",,
"1742240429.16",,,"2.25",
"1742240429.162","0",,,
"1742240429.163",,"0",,
"1742240429.165",,,"2.25",
"1742240429.167","0",,,
"1742240429.168",,"0",,
"1742240429.17",,,"2.26",
"1742240429.172","0",,,
"1742240429.174",,"0",,
"1742240429.175",,,"2.25",
"1742240429.177","0",,,
"1742240429.179",,"0",,
"1742240429.18",,,"2.25",
"1742240429.182","0",,,
"1742240429.184",,"0",,
"1742240429.186",,,"2.24",
"1742240429.187","0",,,
"1742240429.189",,"0",,
"1742240429.191",,,"2.25",
"1742240429.192","0",,,
"1742240429.194",,"0",,
"1742240429.195",,,"2.25",
"1742240429.197","0",,,
"1742240429.198",,"0",,
"1742240429.2",,,"2.23",
"1742240429.201","0",,,
"1742240429.203",,"0",,
"1742240429.205",,,"2.19",
"1742240429.206","0",,,
"1742240429.208",,"0",,
"1742240429.21",,,"2.16",
"1742240429.211","0",,,
"1742240429.213",,"0",,
"1742240429.215",,,"2.21",
"1742240429.216","0",,,
"1742240429.218",,"0",,
"1742240429.22",,,"2.38",
"1742240429.222","0",,,
"1742240429.223",,"0",,
"1742240429.225",,,"2.62",
"1742240429.227","5",,,
"1742240429.23",,"1",,
"1742240429.231",,"0",,
"1742240429.233",,,"2.9",
"1742240429.234","5",,,
"1742240429.236",,"0",,
"1742240429.237",,,"3.08",
"1742240429.238","5",,,
"1742240429.24",,"0",,
"1742240429.242",,,"3",
"1742240429.243","5",,,
"1742240429.245",,"0",,
"1742240429.246",,,"2.7",
"1742240429.248","5",,,
"1742240429.249",,"0",,
"1742240429.251",,,"2.38",
"1742240429.252","0",,,
"1742240429.254",,"0",,
"1742240429.255",,,"2.16",
"1742240429.257","0",,,
"1742240429.258",,"0",,
"1742240429.26",,,"2.07",
"1742240429.261","0",,,
"1742240429.263",,"0",,
"1742240429.265",,,"2.05",
"1742240429.266","0",,,
"1742240429.268",,"0",,
"1742240429.27",,,"2.06",
"1742240429.271","0",,,
"1742240429.273",,"0",,
"1742240429.275",,,"2.1",
"1742240429.277","0",,,
"1742240429.278",,"0",,
"1742240429.28",,,"2.16",
"1742240429.282","0",,,
"1742240429.283",,"0",,
"1742240429.285",,,"2.19",
"1742240429.287","0",,,
"1742240429.289",,"0",,
"1742240429.291",,,"2.21",
"1742240429.292","0",,,
"1742240429.294",,"0",,
"1742240429.295",,,"2.22",
"1742240429.297","0",,,
"1742240429.299",,"0",,
"1742240429.301",,,"2.23",
"1742240429.302","0",,,
"1742240429.304",,"0",,
"1742240429.306",,,"2.23",
"1742240429.307","0",,,
"1742240429.309",,"0",,
"1742240429.311",,,"2.24",
"1742240429.312","0",,,
"1742240429.314",,"0",,
"1742240429.316",,,"2.25",
"1742240429.317","0",,,
"1742240429.319",,"0",,
"1742240429.321",,,"2.25",
"1742240429.322","0",,,
"1742240429.324",,"0",,
"1742240429.326",,,"2.25",
"1742240429.327","0",,,
"1742240429.329",,"0",,
"1742240429.33",,,"2.26",
"1742240429.332","0",,,
"1742240429.333",,"0",,
"1742240429.335",,,"2.27",
"1742240429.337","0",,,
"1742240429.338",,"0",,
"1742240429.34",,,"2.27",
"1742240429.342","0",,,
"1742240429.343",,"0",,
"1742240429.345",,,"2.27",
"1742240429.347","0",,,
"1742240429.349",,"0",,
"1742240429.351",,,"2.29",
"1742240429.352","0",,,
"1742240429.354",,"0",,
"1742240429.356",,,"2.3",
"1742240429.357","0",,,
"1742240429.359",,"0",,
"1742240429.361",,,"2.31",
"1742240429.362","0",,,
"1742240429.364",,"0",,
"1742240429.365",,,"2.31",
"1742240429.367","0",,,
"1742240429.368",,"0",,
"1742240429.37",,,"2.32",
"1742240429.371","0",,,
"1742240429.373",,"0",,
"1742240429.375",,,"2.34",
"1742240429.376","0",,,
"1742240429.378",,"0",,
"1742240429.38",,,"2.35",
"1742240429.381","0",,,
"1742240429.383",,"0",,
"1742240429.385",,,"2.35",
"1742240429.387","0",,,
"1742240429.388",,"0",,
"1742240429.39",,,"2.37",
"1742240429.392","0",,,
"1742240429.394",,"0",,
"1742240429.395",,,"2.38",
"1742240429.397","0",,,
"1742240429.398",,"0",,
"1742240429.4",,,"2.4",
"1742240429.402","0",,,
"1742240429.404",,"0",,
"1742240429.406",,,"2.41",
"1742240429.407","0",,,
"1742240429.409",,"0",,
"1742240429.41",,,"2.42",
"1742240429.411","0",,,
"1742240429.413",,"0",,
"1742240429.415",,,"2.44",
"1742240429.416","0",,,
"1742240429.418",,"0",,
"1742240429.42",,,"2.44",
"1742240429.421","0",,,
"1742240429.423",,"0",,
"1742240429.425",,,"2.46",
"1742240429.426","0",,,
"1742240429.428",,"0",,
"1742240429.43",,,"2.47",
"1742240429.431","0",,,
"1742240429.433",,"0",,
"1742240429.435",,,"2.48",
"1742240429.436","0",,,
"1742240429.438",,"0",,
"1742240429.44",,,"2.48",
"1742240429.442","0",,,
"1742240429.443",,"0",,
"1742240429.445",,,"2.49",
"1742240429.447","0",,,
"1742240429.448",,"0",,
"1742240429.45",,,"2.47",
"1742240429.451","0",,,
"1742240429.453",,"0",,
"1742240429.454",,,"2.47",
"1742240429.456","0",,,
"1742240429.458",,"0",,
"1742240429.459",,,"2.46",
"1742240429.461","0",,,
"1742240429.463",,"0",,
"1742240429.465",,,"2.43",
"1742240429.466","0",,,
"1742240429.468",,"0",,
"1742240429.47",,,"2.43",
"1742240429.471","0",,,
"1742240429.473",,"0",,
"1742240429.475",,,"2.4",
"1742240429.476","0",,,
"1742240429.478",,"0",,
"1742240429.48",,,"2.38",
"1742240429.481","0",,,
"1742240429.483",,"0",,
"1742240429.485",,,"2.35",
"1742240429.486","0",,,
"1742240429.488",,"0",,
"1742240429.49",,,"2.32",
"1742240429.491","0",,,
"1742240429.493",,"0",,
"1742240429.495",,,"2.29",
"1742240429.496","0",,,
"1742240429.498",,"0",,
"1742240429.499",,,"2.25",
"1742240429.5","0",,,
"1742240429.502",,"0",,
"1742240429.504",,,"2.24",
"1742240429.506","0",,,
"1742240429.507",,"0",,
"1742240429.509",,,"2.21",
"1742240429.511","0",,,
"1742240429.513",,"0",,
"1742240429.514",,,"2.2",
"1742240429.516","0",,,
"1742240429.518",,"0",,
"1742240429.52",,,"2.18",
"1742240429.521","0",,,
"1742240429.523",,"0",,
"1742240429.525",,,"2.17",
"1742240429.526","0",,,
"1742240429.528",,"0",,
"1742240429.53",,,"2.15",
"1742240429.531","0",,,
"1742240429.533",,"0",,
"1742240429.535",,,"2.15",
"1742240429.536","0",,,
"1742240429.538",,"0",,
"1742240429.54",,,"2.14",
"1742240429.541","0",,,
"1742240429.543",,"0",,
"1742240429.545",,,"2.14",
"1742240429.546","0",,,
"1742240429.548",,"0",,
"1742240429.55",,,"2.13",
"1742240429.551","0",,,
"1742240429.553",,"0",,
"1742240429.555",,,"2.12",
"1742240429.557","0",,,
"1742240429.558",,"0",,
"1742240429.56",,,"2.12",
"1742240429.562","0",,,
"1742240429.563",,"0",,
"1742240429.565",,,"2.12",
"1742240429.567","0",,,
"1742240429.569",,"0",,
"1742240429.57",,,"2.12",
"1742240429.572","0",,,
"1742240429.574",,"0",,
"1742240429.576",,,"2.12",
"1742240429.577","0",,,
"1742240429.579",,"0",,
"1742240429.58",,,"2.13",
"1742240429.581","0",,,
"1742240429.583",,"0",,
"1742240429.585",,,"2.12",
"1742240429.586","0",,,
"1742240429.588",,"0",,
"1742240429.59",,,"2.13",
"1742240429.591","0",,,
"1742240429.593",,"0",,
"1742240429.595",,,"2.14",
"1742240429.596","0",,,
"1742240429.598",,"0",,
"1742240429.6",,,"2.12",
"1742240429.601","0",,,
"1742240429.603",,"0",,
"1742240429.605",,,"2.13",
"1742240429.606","0",,,
"1742240429.608",,"0",,
"1742240429.61",,,"2.14",
"1742240429.612","0",,,
"1742240429.613",,"0",,
"1742240429.615",,,"2.14",
"1742240429.617","0",,,
"1742240429.618",,"0",,
"1742240429.62",,,"2.14",
"1742240429.621","0",,,
"1742240429.623",,"0",,
"1742240429.624",,,"2.14",
"1742240429.626","0",,,
"1742240429.628",,"0",,
"1742240429.63",,,"2.15",
"1742240429.631","0",,,
"1742240429.633",,"0",,
"1742240429.635",,,"2.15",
"1742240429.636","0",,,
"1742240429.638",,"0",,
"1742240429.64",,,"2.15",
"1742240429.641","0",,,
"1742240429.643",,"0",,
"1742240429.645",,,"2.15",
"1742240429.646","0",,,
"1742240429.648",,"0",,
"1742240429.65",,,"2.15",
"1742240429.651","0",,,
"1742240429.653",,"0",,
"1742240429.655",,,"2.16",
"1742240429.656","0",,,
"1742240429.658",,"0",,
"1742240429.66",,,"2.17",
"1742240429.661","0",,,
"1742240429.663",,"0",,
"1742240429.665",,,"2.17",
"1742240429.666","0",,,
"1742240429.668",,"0",,
"1742240429.669",,,"2.15",
"1742240429.671","0",,,
"1742240429.672",,"0",,
"1742240429.674",,,"2.14",
"1742240429.676","0",,,
"1742240429.678",,"0",,
"1742240429.679",,,"2.16",
"1742240429.681","0",,,
"1742240429.683",,"0",,
"1742240429.684",,,"2.17",
"1742240429.686","0",,,
"1742240429.688",,"0",,
"1742240429.69",,,"2.16",
"1742240429.691","0",,,
"1742240429.693",,"0",,
"1742240429.695",,,"2.17",
"1742240429.696","0",,,
"1742240429.698",,"0",,
"1742240429.7",,,"2.17",
"1742240429.701","0",,,
"1742240429.703",,"0",,
"1742240429.704",,,"2.17",
"1742240429.706","0",,,
"1742240429.707",,"0",,
"1742240429.709",,,"2.17",
"1742240429.71","0",,,
"1742240429.712",,"0",,
"1742240429.714",,,"2.16",
"1742240429.715","0",,,
"1742240429.717",,"0",,
"1742240429.719",,,"2.16",
"1742240429.721","0",,,
"1742240429.722",,"0",,
"1742240429.724",,,"2.17",
"1742240429.726","0",,,
"1742240429.727",,"0",,
"1742240429.729",,,"2.17",
"1742240429.731","0",,,
"1742240429.733",,"0",,
"1742240429.734",,,"2.17",
"1742240429.736","0",,,
"1742240429.738",,"0",,
"1742240429.739",,,"2.17",
"1742240429.741","0",,,
"1742240429.743",,"0",,
"1742240429.745",,,"2.15",
"1742240429.746","0",,,
"1742240429.748",,"0",,
"1742240429.749",,,"2.17",
"1742240429.751","0",,,
"1742240429.752",,"0",,
"1742240429.754",,,"2.17",
"1742240429.755","0",,,
"1742240429.757",,"0",,
"1742240429.759",,,"2.17",
"1742240429.76","0",,,
"1742240429.762",,"0",,
"1742240429.764",,,"2.17",
"1742240429.765","0",,,
"1742240429.767",,"0",,
"1742240429.769",,,"2.16",
"1742240429.77","0",,,
"1742240429.772",,"0",,
"1742240429.774",,,"2.17",
"1742240429.775","0",,,
"1742240429.777",,"0",,
"1742240429.779",,,"2.17",
"1742240429.78","0",,,
"1742240429.782",,"0",,
"1742240429.784",,,"2.17",
"1742240429.786","0",,,
"1742240429.788",,"0",,
"1742240429.789",,,"2.17",
"1742240429.791","0",,,
"1742240429.793",,"0",,
"1742240429.794",,,"2.17",
"1742240429.796","0",,,
"1742240429.798",,"0",,
"1742240429.8",,,"2.17",
"1742240429.801","0",,,
"1742240429.803",,"0",,
"1742240429.805",,,"2.17",
"1742240429.806","0",,,
"1742240429.808",,"0",,
"1742240429.81",,,"2.17",
"1742240429.811","0",,,
"1742240429.813",,"0",,
"1742240429.815",,,"2.17",
"1742240429.816","0",,,
"1742240429.818",,"0",,
"1742240429.82",,,"2.17",
"1742240429.821","0",,,
"1742240429.823",,"0",,
"1742240429.825",,,"2.17",
"1742240429.826","0",,,
"1742240429.828",,"0",,
"1742240429.83",,,"2.16",
"1742240429.831","0",,,
"1742240429.833",,"0",,
"1742240429.835",,,"2.17",
"1742240429.836","0",,,
"1742240429.838",,"0",,
"1742240429.839",,,"2.16",
"1742240429.841","0",,,
"1742240429.842",,"0",,
"1742240429.844",,,"2.16",
"1742240429.846","0",,,
"1742240429.848",,"0",,
"1742240429.849",,,"2.17",
"1742240429.851","0",,,
"1742240429.853",,"0",,
"1742240429.855",,,"2.16",
"1742240429.856","0",,,
"1742240429.858",,"0",,
"1742240429.86",,,"2.16",
"1742240429.861","0",,,
"1742240429.863",,"0",,
"1742240429.865",,,"2.17",
"1742240429.866","0",,,
"1742240429.868",,"0",,
"1742240429.87",,,"2.14",
"1742240429.871","0",,,
"1742240429.873",,"0",,
"1742240429.874",,,"2.16",
"1742240429.876","0",,,
"1742240429.878",,"0",,
"1742240429.879",,,"2.16",
"1742240429.88","0",,,
"1742240429.882",,"0",,
"1742240429.884",,,"2.17",
"1742240429.885","0",,,
"1742240429.887",,"0",,
"1742240429.889",,,"2.17",
"1742240429.891","0",,,
"1742240429.892",,"0",,
"1742240429.894",,,"2.16",
"1742240429.896","0",,,
"1742240429.897",,"0",,
"1742240429.899",,,"2.16",
"1742240429.901","0",,,
"1742240429.903",,"0",,
"1742240429.904",,,"2.16",
"1742240429.906","0",,,
"1742240429.908",,"0",,
"1742240429.909",,,"2.16",
"1742240429.911","0",,,
"1742240429.913",,"0",,
"1742240429.915",,,"2.14",
"1742240429.916","0",,,
"1742240429.918",,"0",,
"1742240429.919",,,"2.15",
"1742240429.921","0",,,
"1742240429.922",,"0",,
"1742240429.924",,,"2.16",
"1742240429.925","0",,,
"1742240429.927",,"0",,
"1742240429.929",,,"2.16",
"1742240429.93","0",,,
"1742240429.932",,"0",,
"1742240429.934",,,"2.16",
"1742240429.935","0",,,
"1742240429.937",,"0",,
"1742240429.939",,,"2.16",
"1742240429.94","0",,,
"1742240429.942",,"0",,
"1742240429.944",,,"2.16",
"1742240429.946","0",,,
"1742240429.947",,"0",,
"1742240429.949",,,"2.15",
"1742240429.951","0",,,
"1742240429.952",,"0",,
"1742240429.954",,,"2.14",
"1742240429.959","0","0","2.14",
"1742240429.96","0",,,
"1742240429.962",,"0",,
