timestamp(ms),Detected_R_wave,Pace,ECG_amp,ECG_comp,
"1742502906.896",,,"2.25",,
"1742502906.897",,,,"0",
"1742502906.899","0",,,,
"1742502906.9",,"0",,,
"1742502906.901",,,"2.25",,
"1742502906.902",,,,"0",
"1742502906.904","0",,,,
"1742502906.905",,"0",,,
"1742502906.906",,,"2.25",,
"1742502906.907",,,,"0",
"1742502906.909","0",,,,
"1742502906.91",,"0",,,
"1742502906.911",,,"2.25",,
"1742502906.913",,,,"0",
"1742502906.914","0",,,,
"1742502906.915",,"0",,,
"1742502906.916",,,"2.25",,
"1742502906.918",,,,"0",
"1742502906.919","0",,,,
"1742502906.92",,"0",,,
"1742502906.922",,,"2.25",,
"1742502906.923",,,,"0",
"1742502906.925","0",,,,
"1742502906.926",,"0",,,
"1742502906.927",,,"2.25",,
"1742502906.928",,,,"0",
"1742502906.93","0",,,,
"1742502906.931",,"0",,,
"1742502906.932",,,"2.25",,
"1742502906.933",,,,"0",
"1742502906.935","0",,,,
"1742502906.936",,"0",,,
"1742502906.937",,,"2.25",,
"1742502906.939",,,,"0",
"1742502906.94","0",,,,
"1742502906.941",,"0",,,
"1742502906.943",,,"2.25",,
"1742502906.944",,,,"0",
"1742502906.945","0",,,,
"1742502906.946",,"0",,,
"1742502906.948",,,"2.25",,
"1742502906.949",,,,"0",
"1742502906.951","0","0",,,
"1742502906.953",,,"2.26",,
"1742502906.954",,,,"0",
"1742502906.956","0",,,,
"1742502906.957",,"0",,,
"1742502906.958",,,"2.27",,
"1742502906.959",,,,"0",
"1742502906.961","0",,,,
"1742502906.962",,"0",,,
"1742502906.963",,,"2.28",,
"1742502906.964",,,,"0",
"1742502906.966","0",,,,
"1742502906.967",,"0",,,
"1742502906.968",,,"2.28",,
"1742502906.97",,,,"0",
"1742502906.971","0",,,,
"1742502906.972",,"0",,,
"1742502906.974",,,"2.3",,
"1742502906.975",,,,"0",
"1742502906.977","0","0",,,
"1742502906.979",,,"2.31",,
"1742502906.98",,,,"0",
"1742502906.982","0",,,,
"1742502906.983",,"0",,,
"1742502906.984",,,"2.31",,
"1742502906.985",,,,"0",
"1742502906.987","0",,,,
"1742502906.988",,"0",,,
"1742502906.989",,,"2.33",,
"1742502906.99",,,,"0",
"1742502906.992","0",,,,
"1742502906.993",,"0",,,
"1742502906.994",,,"2.34",,
"1742502906.996",,,,"0",
"1742502906.997","0",,,,
"1742502906.998",,"0",,,
"1742502907",,,"2.34",,
"1742502907.001",,,,"0",
"1742502907.003","0","0",,,
"1742502907.005",,,"2.35",,
"1742502907.006",,,,"0",
"1742502907.008","0",,,,
"1742502907.009",,"0",,,
"1742502907.01",,,"2.35",,
"1742502907.011",,,,"0",
"1742502907.013","0",,,,
"1742502907.014",,"0",,,
"1742502907.015",,,"2.35",,
"1742502907.017",,,,"0",
"1742502907.018","0",,,,
"1742502907.019",,"0",,,
"1742502907.02",,,"2.34",,
"1742502907.022",,,,"0",
"1742502907.023","0",,,,
"1742502907.024",,"0",,,
"1742502907.025",,,"2.32",,
"1742502907.027",,,,"0",
"1742502907.029","0","0",,,
"1742502907.031",,,"2.31",,
"1742502907.032",,,,"0",
"1742502907.034","0","0",,,
"1742502907.036",,,"2.29",,
"1742502907.037",,,,"0",
"1742502907.039","0",,,,
"1742502907.04",,"0",,,
"1742502907.041",,,"2.28",,
"1742502907.042",,,,"0",
"1742502907.044","0",,,,
"1742502907.045",,"0",,,
"1742502907.046",,,"2.27",,
"1742502907.048",,,,"0",
"1742502907.049","0",,,,
"1742502907.05",,"0",,,
"1742502907.052",,,"2.26",,
"1742502907.053",,,,"0",
"1742502907.055","0",,,,
"1742502907.056",,"0",,,
"1742502907.057",,,"2.25",,
"1742502907.058",,,,"0",
"1742502907.06","0","0",,,
"1742502907.062",,,"2.25",,
"1742502907.063",,,,"0",
"1742502907.065","0",,,,
"1742502907.066",,"0",,,
"1742502907.067",,,"2.24",,
"1742502907.068",,,,"0",
"1742502907.07","0",,,,
"1742502907.071",,"0",,,
"1742502907.072",,,"2.23",,
"1742502907.074",,,,"0",
"1742502907.075","0",,,,
"1742502907.076",,"0",,,
"1742502907.077",,,"2.24",,
"1742502907.079",,,,"0",
"1742502907.081","0","0",,,
"1742502907.083",,,"2.23",,
"1742502907.084",,,,"0",
"1742502907.086","0",,,,
"1742502907.087",,"0",,,
"1742502907.088",,,"2.22",,
"1742502907.089",,,,"0",
"1742502907.091","0",,,,
"1742502907.092",,"0",,,
"1742502907.093",,,"2.22",,
"1742502907.094",,,,"0",
"1742502907.096","0",,,,
"1742502907.097",,"0",,,
"1742502907.098",,,"2.23",,
"1742502907.099",,,,"0",
"1742502907.101","0",,,,
"1742502907.102",,"0",,,
"1742502907.103",,,"2.23",,
"1742502907.105",,,,"0",
"1742502907.106","0",,,,
"1742502907.107",,"0",,,
"1742502907.109",,,"2.23",,
"1742502907.11",,,,"0",
"1742502907.112","0","0",,,
"1742502907.114",,,"2.23",,
"1742502907.115",,,,"0",
"1742502907.117","0",,,,
"1742502907.118",,"0",,,
"1742502907.119",,,"2.22",,
"1742502907.12",,,,"0",
"1742502907.122","0",,,,
"1742502907.123",,"0",,,
"1742502907.124",,,"2.2",,
"1742502907.125",,,,"0",
"1742502907.127","0",,,,
"1742502907.128",,"0",,,
"1742502907.129",,,"2.17",,
"1742502907.131",,,,"0",
"1742502907.132","0",,,,
"1742502907.133",,"0",,,
"1742502907.135",,,"2.14",,
"1742502907.136",,,,"0",
"1742502907.137","0",,,,
"1742502907.138",,"0",,,
"1742502907.14",,,"2.19",,
"1742502907.141",,,,"0",
"1742502907.143","0","0",,,
"1742502907.145",,,"2.36",,
"1742502907.146",,,,"0",
"1742502907.148","0",,,,
"1742502907.149",,"0",,,
"1742502907.15",,,"2.61",,
"1742502907.151",,,,"0",
"1742502907.153","0",,,,
"1742502907.154",,"0",,,
"1742502907.155",,,"2.88",,
"1742502907.157",,,,"5",
"1742502907.159","1",,,,
"1742502907.162",,"0",,,
"1742502907.164",,"1",,,
"1742502907.165",,,"2.76",,
"1742502907.166",,,,"0",
"1742502907.168","0",,,,
"1742502907.169",,"0",,,
"1742502907.17",,,"2.46",,
"1742502907.171",,,,"0",
"1742502907.173","0",,,,
"1742502907.174",,"0",,,
"1742502907.175",,,"2.23",,
"1742502907.177",,,,"0",
"1742502907.178","0",,,,
"1742502907.179",,"0",,,
"1742502907.181",,,"2.09",,
"1742502907.182",,,,"0",
"1742502907.183","0",,,,
"1742502907.184",,"0",,,
"1742502907.186",,,"2.03",,
"1742502907.187",,,,"0",
"1742502907.189","0","0",,,
"1742502907.191",,,"2.03",,
"1742502907.192",,,,"0",
"1742502907.194","0",,,,
"1742502907.195",,"0",,,
"1742502907.196",,,"2.06",,
"1742502907.197",,,,"0",
"1742502907.199","0",,,,
"1742502907.2",,"0",,,
"1742502907.201",,,"2.11",,
"1742502907.203",,,,"0",
"1742502907.204","0",,,,
"1742502907.205",,"0",,,
"1742502907.206",,,"2.16",,
"1742502907.208",,,,"0",
"1742502907.209","0",,,,
"1742502907.21",,"0",,,
"1742502907.212",,,"2.19",,
"1742502907.213",,,,"0",
"1742502907.215","0","0",,,
"1742502907.217",,,"2.2",,
"1742502907.218",,,,"0",
"1742502907.22","0",,,,
"1742502907.221",,"0",,,
"1742502907.222",,,"2.21",,
"1742502907.223",,,,"0",
"1742502907.225","0",,,,
"1742502907.226",,"0",,,
"1742502907.227",,,"2.21",,
"1742502907.228",,,,"0",
"1742502907.23","0",,,,
"1742502907.231",,"0",,,
"1742502907.232",,,"2.21",,
"1742502907.234",,,,"0",
"1742502907.235","0",,,,
"1742502907.236",,"0",,,
"1742502907.237",,,"2.22",,
"1742502907.239",,,,"0",
"1742502907.241","0","0",,,
"1742502907.243",,,"2.23",,
"1742502907.244",,,,"0",
"1742502907.251","0","0","2.23","0",
"1742502907.252","0","0",,,
"1742502907.253",,,"2.23",,
"1742502907.255",,,,"0",
"1742502907.256","0",,,,
"1742502907.257",,"0",,,
"1742502907.258",,,"2.24",,
"1742502907.26",,,,"0",
"1742502907.262","0","0",,,
"1742502907.264",,,"2.25",,
"1742502907.265",,,,"0",
"1742502907.267","0","0",,,
"1742502907.269",,,"2.26",,
"1742502907.27",,,,"0",
"1742502907.272","0",,,,
"1742502907.273",,"0",,,
"1742502907.274",,,"2.26",,
"1742502907.275",,,,"0",
"1742502907.277","0",,,,
"1742502907.278",,"0",,,
"1742502907.279",,,"2.27",,
"1742502907.281",,,,"0",
"1742502907.282","0",,,,
"1742502907.283",,"0",,,
"1742502907.284",,,"2.29",,
"1742502907.286",,,,"0",
"1742502907.288","0","0",,,
"1742502907.289",,,"2.3",,
"1742502907.291",,,,"0",
"1742502907.293","0",,,,
"1742502907.294",,"0",,,
"1742502907.295",,,"2.31",,
"1742502907.296",,,,"0",
"1742502907.298","0",,,,
"1742502907.299",,"0",,,
"1742502907.3",,,"2.32",,
"1742502907.301",,,,"0",
"1742502907.303","0",,,,
"1742502907.304",,"0",,,
"1742502907.305",,,"2.33",,
"1742502907.306",,,,"0",
"1742502907.308","0",,,,
"1742502907.309",,"0",,,
"1742502907.31",,,"2.35",,
"1742502907.312",,,,"0",
"1742502907.313","0",,,,
"1742502907.314",,"0",,,
"1742502907.316",,,"2.36",,
"1742502907.317",,,,"0",
"1742502907.318","0",,,,
"1742502907.319",,"0",,,
"1742502907.321",,,"2.37",,
"1742502907.322",,,,"0",
"1742502907.324","0","0",,,
"1742502907.326",,,"2.39",,
"1742502907.327",,,,"0",
"1742502907.329","0",,,,
"1742502907.33",,"0",,,
"1742502907.331",,,"2.41",,
"1742502907.332",,,,"0",
"1742502907.334","0",,,,
"1742502907.335",,"0",,,
"1742502907.336",,,"2.42",,
"1742502907.338",,,,"0",
"1742502907.339","0",,,,
"1742502907.34",,"0",,,
"1742502907.341",,,"2.44",,
"1742502907.343",,,,"0",
"1742502907.344","0",,,,
"1742502907.345",,"0",,,
"1742502907.346",,,"2.45",,
"1742502907.348",,,,"0",
"1742502907.35","0","0",,,
"1742502907.352",,,"2.46",,
"1742502907.353",,,,"0",
"1742502907.355","0",,,,
"1742502907.356",,"0",,,
"1742502907.357",,,"2.47",,
"1742502907.358",,,,"0",
"1742502907.36","0",,,,
"1742502907.361",,"0",,,
"1742502907.362",,,"2.48",,
"1742502907.364",,,,"0",
"1742502907.365","0",,,,
"1742502907.366",,"0",,,
"1742502907.367",,,"2.48",,
"1742502907.369",,,,"0",
"1742502907.37","0",,,,
"1742502907.371",,"0",,,
"1742502907.372",,,"2.48",,
"1742502907.374",,,,"0",
"1742502907.376","0","0",,,
"1742502907.378",,,"2.48",,
"1742502907.379",,,,"0",
"1742502907.381","0",,,,
"1742502907.382",,"0",,,
"1742502907.383",,,"2.46",,
"1742502907.384",,,,"0",
"1742502907.386","0",,,,
"1742502907.387",,"0",,,
"1742502907.388",,,"2.45",,
"1742502907.389",,,,"0",
"1742502907.391","0",,,,
"1742502907.392",,"0",,,
"1742502907.393",,,"2.42",,
"1742502907.395",,,,"0",
"1742502907.396","0",,,,
"1742502907.397",,"0",,,
"1742502907.399",,,"2.4",,
"1742502907.4",,,,"0",
"1742502907.402","0",,,,
"1742502907.403",,"0",,,
"1742502907.404",,,"2.37",,
"1742502907.405",,,,"0",
"1742502907.407","0","0",,,
"1742502907.409",,,"2.35",,
"1742502907.41",,,,"0",
"1742502907.412","0",,,,
"1742502907.413",,"0",,,
"1742502907.414",,,"2.32",,
"1742502907.416",,,,"0",
"1742502907.417","0",,,,
"1742502907.418",,"0",,,
"1742502907.419",,,"2.29",,
"1742502907.42",,,,"0",
"1742502907.422","0",,,,
"1742502907.423",,"0",,,
"1742502907.424",,,"2.26",,
"1742502907.426",,,,"0",
"1742502907.428","0","0",,,
"1742502907.43",,,"2.24",,
"1742502907.431",,,,"0",
"1742502907.433","0","0",,,
"1742502907.435",,,"2.21",,
"1742502907.436",,,,"0",
"1742502907.438","0",,,,
"1742502907.439",,"0",,,
"1742502907.44",,,"2.19",,
"1742502907.441",,,,"0",
"1742502907.443","0",,,,
"1742502907.444",,"0",,,
"1742502907.445",,,"2.18",,
"1742502907.446",,,,"0",
"1742502907.448","0",,,,
"1742502907.449",,"0",,,
"1742502907.45",,,"2.17",,
"1742502907.452",,,,"0",
"1742502907.453","0",,,,
"1742502907.454",,"0",,,
"1742502907.455",,,"2.15",,
"1742502907.457",,,,"0",
"1742502907.459","0",,,,
"1742502907.46",,"0",,,
"1742502907.461",,,"2.15",,
"1742502907.462",,,,"0",
"1742502907.464","0",,,,
"1742502907.465",,"0",,,
"1742502907.466",,,"2.14",,
"1742502907.467",,,,"0",
"1742502907.469","0",,,,
"1742502907.47",,"0",,,
"1742502907.471",,,"2.12",,
"1742502907.473",,,,"0",
"1742502907.474","0",,,,
"1742502907.475",,"0",,,
"1742502907.476",,,"2.13",,
"1742502907.478",,,,"0",
"1742502907.48","0","0",,,
"1742502907.482",,,"2.12",,
"1742502907.483",,,,"0",
"1742502907.485","0","0",,,
"1742502907.487",,,"2.11",,
"1742502907.488",,,,"0",
"1742502907.49","0",,,,
"1742502907.491",,"0",,,
"1742502907.492",,,"2.12",,
"1742502907.493",,,,"0",
"1742502907.495","0",,,,
"1742502907.496",,"0",,,
"1742502907.497",,,"2.12",,
"1742502907.499",,,,"0",
"1742502907.5","0",,,,
"1742502907.501",,"0",,,
"1742502907.502",,,"2.13",,
"1742502907.504",,,,"0",
"1742502907.505","0",,,,
"1742502907.506",,"0",,,
"1742502907.507",,,"2.13",,
"1742502907.509",,,,"0",
"1742502907.511","0",,,,
"1742502907.512",,"0",,,
"1742502907.513",,,"2.13",,
"1742502907.514",,,,"0",
"1742502907.516","0",,,,
"1742502907.517",,"0",,,
"1742502907.518",,,"2.13",,
"1742502907.519",,,,"0",
"1742502907.521","0",,,,
"1742502907.522",,"0",,,
"1742502907.523",,,"2.14",,
"1742502907.524",,,,"0",
"1742502907.526","0",,,,
"1742502907.527",,"0",,,
"1742502907.528",,,"2.15",,
"1742502907.53",,,,"0",
"1742502907.531","0",,,,
"1742502907.532",,"0",,,
"1742502907.533",,,"2.15",,
"1742502907.535",,,,"0",
"1742502907.537","0","0",,,
"1742502907.539",,,"2.15",,
"1742502907.54",,,,"0",
"1742502907.542","0",,,,
"1742502907.543",,"0",,,
"1742502907.544",,,"2.16",,
"1742502907.545",,,,"0",
"1742502907.547","0",,,,
"1742502907.548",,"0",,,
"1742502907.549",,,"2.16",,
"1742502907.55",,,,"0",
"1742502907.552","0",,,,
"1742502907.553",,"0",,,
"1742502907.554",,,"2.16",,
"1742502907.556",,,,"0",
"1742502907.557","0",,,,
"1742502907.558",,"0",,,
"1742502907.559",,,"2.16",,
"1742502907.561",,,,"0",
"1742502907.563","0","0",,,
"1742502907.565",,,"2.17",,
"1742502907.566",,,,"0",
"1742502907.568","0","0",,,
"1742502907.57",,,"2.17",,
"1742502907.571",,,,"0",
"1742502907.573","0",,,,
"1742502907.574",,"0",,,
"1742502907.575",,,"2.17",,
"1742502907.576",,,,"0",
"1742502907.578","0",,,,
"1742502907.579",,"0",,,
"1742502907.58",,,"2.17",,
"1742502907.582",,,,"0",
"1742502907.583","0",,,,
"1742502907.584",,"0",,,
"1742502907.585",,,"2.17",,
"1742502907.587",,,,"0",
"1742502907.589","0","0",,,
"1742502907.591",,,"2.18",,
"1742502907.592",,,,"0",
"1742502907.594","0",,,,
"1742502907.595",,"0",,,
"1742502907.596",,,"2.19",,
"1742502907.597",,,,"0",
"1742502907.599","0",,,,
"1742502907.6",,"0",,,
"1742502907.601",,,"2.19",,
"1742502907.602",,,,"0",
"1742502907.604","0",,,,
"1742502907.605",,"0",,,
"1742502907.609",,,"2.19","0",
"1742502907.61","0","0",,,
"1742502907.611",,,"2.19",,
"1742502907.613",,,,"0",
"1742502907.614","0",,,,
"1742502907.615",,"0",,,
"1742502907.616",,,"2.19",,
"1742502907.618",,,,"0",
"1742502907.62","0",,,,
"1742502907.621",,"0",,,
"1742502907.622",,,"2.19",,
"1742502907.623",,,,"0",
"1742502907.625","0",,,,
"1742502907.626",,"0",,,
"1742502907.627",,,"2.2",,
"1742502907.628",,,,"0",
"1742502907.63","0",,,,
"1742502907.631",,"0",,,
"1742502907.632",,,"2.2",,
"1742502907.633",,,,"0",
"1742502907.635","0",,,,
"1742502907.636",,"0",,,
"1742502907.637",,,"2.2",,
"1742502907.639",,,,"0",
"1742502907.64","0",,,,
"1742502907.641",,"0",,,
"1742502907.643",,,"2.2",,
"1742502907.644",,,,"0",
"1742502907.646","0","0",,,
"1742502907.648",,,"2.2",,
"1742502907.649",,,,"0",
"1742502907.651","0",,,,
"1742502907.652",,"0",,,
"1742502907.653",,,"2.21",,
"1742502907.654",,,,"0",
"1742502907.656","0",,,,
"1742502907.657",,"0",,,
"1742502907.658",,,"2.21",,
"1742502907.659",,,,"0",
"1742502907.661","0",,,,
"1742502907.662",,"0",,,
"1742502907.663",,,"2.21",,
"1742502907.665",,,,"0",
"1742502907.666","0",,,,
"1742502907.667",,"0",,,
"1742502907.669",,,"2.21",,
"1742502907.67",,,,"0",
"1742502907.672","0","0",,,
"1742502907.674",,,"2.21",,
"1742502907.675",,,,"0",
"1742502907.677","0","0",,,
"1742502907.679",,,"2.22",,
"1742502907.68",,,,"0",
"1742502907.682","0",,,,
"1742502907.683",,"0",,,
"1742502907.684",,,"2.22",,
"1742502907.685",,,,"0",
"1742502907.687","0",,,,
"1742502907.688",,"0",,,
"1742502907.689",,,"2.22",,
"1742502907.691",,,,"0",
"1742502907.692","0",,,,
"1742502907.693",,"0",,,
"1742502907.694",,,"2.22",,
"1742502907.696",,,,"0",
"1742502907.698","0","0",,,
"1742502907.7",,,"2.22",,
"1742502907.701",,,,"0",
"1742502907.703","0","0",,,
"1742502907.705",,,"2.21",,
"1742502907.706",,,,"0",
"1742502907.708","0",,,,
"1742502907.709",,"0",,,
"1742502907.71",,,"2.22",,
"1742502907.711",,,,"0",
"1742502907.713","0",,,,
"1742502907.714",,"0",,,
"1742502907.715",,,"2.22",,
"1742502907.717",,,,"0",
"1742502907.718","0",,,,
"1742502907.719",,"0",,,
"1742502907.72",,,"2.22",,
"1742502907.722",,,,"0",
"1742502907.723","0",,,,
"1742502907.724",,"0",,,
"1742502907.726",,,"2.23",,
"1742502907.727",,,,"0",
"1742502907.729","0","0",,,
"1742502907.731",,,"2.23",,
"1742502907.732",,,,"0",
"1742502907.734","0",,,,
"1742502907.735",,"0",,,
"1742502907.736",,,"2.22",,
"1742502907.737",,,,"0",
"1742502907.739","0",,,,
"1742502907.74",,"0",,,
"1742502907.741",,,"2.23",,
"1742502907.742",,,,"0",
"1742502907.744","0",,,,
"1742502907.745",,"0",,,
"1742502907.746",,,"2.23",,
"1742502907.748",,,,"0",
"1742502907.749","0",,,,
"1742502907.75",,"0",,,
"1742502907.751",,,"2.23",,
"1742502907.753",,,,"0",
"1742502907.755","0","0",,,
"1742502907.757",,,"2.23",,
"1742502907.758",,,,"0",
"1742502907.76","0",,,,
"1742502907.761",,"0",,,
"1742502907.762",,,"2.23",,
"1742502907.763",,,,"0",
"1742502907.765","0",,,,
"1742502907.766",,"0",,,
"1742502907.767",,,"2.22",,
"1742502907.768",,,,"0",
"1742502907.77","0",,,,
"1742502907.771",,"0",,,
"1742502907.772",,,"2.23",,
"1742502907.774",,,,"0",
"1742502907.775","0",,,,
"1742502907.776",,"0",,,
"1742502907.777",,,"2.23",,
"1742502907.779",,,,"0",
"1742502907.781","0","0",,,
"1742502907.783",,,"2.23",,
"1742502907.784",,,,"0",
"1742502907.786","0",,,,
"1742502907.787",,"0",,,
"1742502907.788",,,"2.23",,
"1742502907.789",,,,"0",
"1742502907.791","0",,,,
"1742502907.792",,"0",,,
"1742502907.793",,,"2.23",,
"1742502907.794",,,,"0",
"1742502907.796","0",,,,
"1742502907.797",,"0",,,
"1742502907.798",,,"2.23",,
"1742502907.8",,,,"0",
"1742502907.801","0",,,,
"1742502907.802",,"0",,,
"1742502907.803",,,"2.24",,
"1742502907.805",,,,"0",
"1742502907.807","0","0",,,
"1742502907.809",,,"2.23",,
"1742502907.81",,,,"0",
"1742502907.812","0",,,,
"1742502907.813",,"0",,,
"1742502907.814",,,"2.24",,
"1742502907.815",,,,"0",
"1742502907.817","0",,,,
"1742502907.818",,"0",,,
"1742502907.819",,,"2.24",,
"1742502907.82",,,,"0",
"1742502907.822","0",,,,
"1742502907.823",,"0",,,
"1742502907.824",,,"2.24",,
"1742502907.826",,,,"0",
"1742502907.827","0",,,,
"1742502907.828",,"0",,,
"1742502907.829",,,"2.25",,
"1742502907.831",,,,"0",
"1742502907.832","0",,,,
"1742502907.833",,"0",,,
"1742502907.835",,,"2.24",,
"1742502907.836",,,,"0",
"1742502907.838","0","0",,,
"1742502907.84",,,"2.24",,
"1742502907.841",,,,"0",
"1742502907.843","0",,,,
"1742502907.844",,"0",,,
"1742502907.845",,,"2.25",,
"1742502907.847",,,,"0",
"1742502907.848","0",,,,
"1742502907.849",,"0",,,
"1742502907.85",,,"2.24",,
"1742502907.852",,,,"0",
"1742502907.853","0",,,,
"1742502907.854",,"0",,,
"1742502907.855",,,"2.24",,
"1742502907.857",,,,"0",
"1742502907.859","0","0",,,
"1742502907.861",,,"2.25",,
"1742502907.862",,,,"0",
"1742502907.864","0",,,,
"1742502907.865",,"0",,,
"1742502907.866",,,"2.24",,
"1742502907.867",,,,"0",
"1742502907.869","0",,,,
"1742502907.87",,"0",,,
"1742502907.871",,,"2.24",,
"1742502907.872",,,,"0",
"1742502907.874","0",,,,
"1742502907.875",,"0",,,
"1742502907.876",,,"2.24",,
"1742502907.877",,,,"0",
"1742502907.879","0",,,,
"1742502907.88",,"0",,,
"1742502907.881",,,"2.25",,
"1742502907.883",,,,"0",
"1742502907.884","0",,,,
"1742502907.885",,"0",,,
"1742502907.887",,,"2.25",,
"1742502907.888",,,,"0",
"1742502907.89","0","0",,,
"1742502907.892",,,"2.25",,
"1742502907.893",,,,"0",
"1742502907.895","0",,,,
"1742502907.896",,"0",,,
"1742502907.897",,,"2.25",,
"1742502907.898",,,,"0",
"1742502907.9","0",,,,
"1742502907.901",,"0",,,
"1742502907.902",,,"2.25",,
"1742502907.904",,,,"0",
"1742502907.905","0",,,,
"1742502907.906",,"0",,,
"1742502907.907",,,"2.24",,
"1742502907.909",,,,"0",
"1742502907.911","0","0",,,
"1742502907.913",,,"2.25",,
"1742502907.914",,,,"0",
"1742502907.916","0","0",,,
"1742502907.918",,,"2.25",,
"1742502907.919",,,,"0",
"1742502907.921","0",,,,
"1742502907.922",,"0",,,
"1742502907.923",,,"2.25",,
"1742502907.924",,,,"0",
"1742502907.926","0",,,,
"1742502907.927",,"0",,,
"1742502907.928",,,"2.26",,
"1742502907.929",,,,"0",
"1742502907.931","0",,,,
"1742502907.932",,"0",,,
"1742502907.933",,,"2.26",,
"1742502907.935",,,,"0",
"1742502907.936","0",,,,
"1742502907.937",,"0",,,
"1742502907.939",,,"2.27",,
"1742502907.94",,,,"0",
"1742502907.942","0","0",,,
"1742502907.944",,,"2.29",,
"1742502907.945",,,,"0",
"1742502907.947","0",,,,
"1742502907.948",,"0",,,
"1742502907.949",,,"2.3",,
"1742502907.95",,,,"0",
"1742502907.952","0",,,,
"1742502907.953",,"0",,,
"1742502907.954",,,"2.31",,
"1742502907.955",,,,"0",
"1742502907.957","0",,,,
"1742502907.958",,"0",,,
"1742502907.959",,,"2.33",,
"1742502907.961",,,,"0",
"1742502907.962","0",,,,
"1742502907.963",,"0",,,
"1742502907.965",,,"2.34",,
"1742502907.966",,,,"0",
"1742502907.968","0","0",,,
"1742502907.97",,,"2.34",,
"1742502907.971",,,,"0",
"1742502907.973","0","0",,,
"1742502907.975",,,"2.35",,
"1742502907.976",,,,"0",
"1742502907.978","0",,,,
"1742502907.979",,"0",,,
"1742502907.98",,,"2.35",,
"1742502907.981",,,,"0",
"1742502907.983","0",,,,
"1742502907.984",,"0",,,
"1742502907.985",,,"2.35",,
"1742502907.986",,,,"0",
"1742502907.988","0",,,,
"1742502907.989",,"0",,,
"1742502907.99",,,"2.35",,
"1742502907.992",,,,"0",
"1742502907.993","0",,,,
"1742502907.994",,"0",,,
"1742502907.996",,,"2.34",,
"1742502907.997",,,,"0",
"1742502907.999","0","0",,,
"1742502908.001",,,"2.32",,
"1742502908.002",,,,"0",
"1742502908.004","0",,,,
"1742502908.005",,"0",,,
"1742502908.006",,,"2.3",,
"1742502908.007",,,,"0",
"1742502908.009","0",,,,
"1742502908.01",,"0",,,
"1742502908.011",,,"2.28",,
"1742502908.012",,,,"0",
"1742502908.014","0",,,,
"1742502908.015",,"0",,,
"1742502908.016",,,"2.27",,
"1742502908.018",,,,"0",
"1742502908.02","0","0",,,
"1742502908.022",,,"2.26",,
"1742502908.023",,,,"0",
"1742502908.025","0","0",,,
"1742502908.027",,,"2.26",,
"1742502908.028",,,,"0",
"1742502908.03","0",,,,
"1742502908.031",,"0",,,
"1742502908.032",,,"2.25",,
"1742502908.033",,,,"0",
"1742502908.035","0",,,,
"1742502908.036",,"0",,,
"1742502908.037",,,"2.24",,
"1742502908.039",,,,"0",
"1742502908.04","0",,,,
"1742502908.041",,"0",,,
"1742502908.042",,,"2.24",,
"1742502908.044",,,,"0",
"1742502908.045","0",,,,
"1742502908.046",,"0",,,
"1742502908.047",,,"2.23",,
"1742502908.049",,,,"0",
"1742502908.051","0","0",,,
"1742502908.053",,,"2.23",,
"1742502908.054",,,,"0",
"1742502908.056","0",,,,
"1742502908.057",,"0",,,
"1742502908.058",,,"2.23",,
"1742502908.059",,,,"0",
"1742502908.061","0",,,,
"1742502908.062",,"0",,,
"1742502908.063",,,"2.24",,
"1742502908.065",,,,"0",
"1742502908.066","0",,,,
"1742502908.067",,"0",,,
"1742502908.068",,,"2.23",,
"1742502908.07",,,,"0",
"1742502908.071","0",,,,
"1742502908.072",,"0",,,
"1742502908.073",,,"2.24",,
"1742502908.075",,,,"0",
"1742502908.077","0","0",,,
"1742502908.079",,,"2.23",,
"1742502908.08",,,,"0",
"1742502908.082","0",,,,
"1742502908.083",,"0",,,
"1742502908.084",,,"2.23",,
"1742502908.085",,,,"0",
"1742502908.087","0",,,,
"1742502908.088",,"0",,,
"1742502908.089",,,"2.23",,
"1742502908.09",,,,"0",
"1742502908.092","0",,,,
"1742502908.093",,"0",,,
"1742502908.094",,,"2.22",,
"1742502908.096",,,,"0",
"1742502908.097","0",,,,
"1742502908.098",,"0",,,
"1742502908.099",,,"2.18",,
"1742502908.101",,,,"0",
"1742502908.103","0","0",,,
"1742502908.105",,,"2.15",,
"1742502908.106",,,,"0",
"1742502908.108","0",,,,
"1742502908.109",,"0",,,
"1742502908.11",,,"2.17",,
"1742502908.111",,,,"0",
"1742502908.113","0",,,,
"1742502908.114",,"0",,,
"1742502908.115",,,"2.29",,
"1742502908.117",,,,"0",
"1742502908.118","0",,,,
"1742502908.119",,"0",,,
"1742502908.12",,,"2.53",,
"1742502908.122",,,,"0",
"1742502908.123","0",,,,
"1742502908.124",,"0",,,
"1742502908.125",,,"2.82",,
"1742502908.127",,,,"0",
"1742502908.129","0","0",,,
"1742502908.13",,,"3.05",,
"1742502908.132",,,,"5",
"1742502908.135","1",,,,
"1742502908.137",,"0",,,
"1742502908.139",,"1",,,
"1742502908.14",,,"2.57",,
"1742502908.142",,,,"0",
"1742502908.143","0",,,,
"1742502908.144",,"0",,,
"1742502908.145",,,"2.3",,
"1742502908.147",,,,"0",
"1742502908.149","0","0",,,
"1742502908.151",,,"2.13",,
"1742502908.152",,,,"0",
"1742502908.154","0","0",,,
"1742502908.156",,,"2.05",,
"1742502908.157",,,,"0",
"1742502908.159","0",,,,
"1742502908.16",,"0",,,
